customer_id,first_name,last_name,email,country,signup_date
333,Randy,Ayala,walterskristen@example.com,Canada,2025-02-09
334,Michael,Pugh,llopez@example.net,Canada,2024-10-11
335,Kelsey,Phillips,jennifermiller@example.org,Canada,2024-10-11
336,Kristen,Moore,gstewart@example.org,Canada,2023-08-27
337,Kyle,Ward,curtis12@example.com,UK,2024-12-25
338,Angela,Russell,davisangela@example.net,USA,2025-06-07
339,Mark,Cruz,robert18@example.org,USA,2025-05-09
340,Gavin,James,josephadams@example.org,Canada,2023-10-30
341,Ryan,Fisher,xpatton@example.com,USA,2026-06-21
342,Jennifer,Simpson,stephentaylor@example.org,USA,2026-06-26
343,Martin,Oliver,scott69@example.org,Canada,2024-07-16
344,Carrie,Dominguez,zedwards@example.com,Canada,2024-07-06
345,Heather,Henry,markramirez@example.com,Canada,2024-09-25
346,Sarah,Gonzalez,erinpierce@example.net,USA,2025-01-08
347,Jeanette,Gonzales,marie16@example.net,USA,2025-02-19
348,Cynthia,Allen,jennifermccormick@example.org,Canada,2024-12-26
349,Carla,Aguilar,ystephens@example.com,Canada,2025-09-28
350,Lisa,Wheeler,rodriguezjohn@example.net,USA,2024-09-14
351,Deborah,Williams,vrasmussen@example.com,USA,2023-12-16
352,Corey,Walker,seanmyers@example.net,UK,2025-05-28
353,Vincent,Cooper,webbkenneth@example.org,USA,2023-12-27
354,Shelia,Thomas,matthew38@example.com,Canada,2024-09-06
355,Connor,Bowen,tflores@example.org,Canada,2026-01-25
356,Darin,Sweeney,byrdfrank@example.net,USA,2024-05-15
357,Greg,Moore,omullen@example.com,Canada,2025-07-12
358,Jacob,Sandoval,njohnson@example.org,USA,2024-12-26
359,Russell,Smith,jamiegoodwin@example.org,Australia,2025-05-15
360,Lauren,Herrera,mark71@example.com,USA,2025-08-26
361,Tracy,Church,candice96@example.net,Canada,2023-12-25
362,Michael,Ellis,lisamccarthy@example.com,USA,2026-05-24
363,Brittany,Powers,david41@example.org,USA,2024-10-04
364,Donald,Price,baileyhenderson@example.com,USA,2025-07-18
365,Heather,Brewer,angelaburns@example.org,Australia,2024-03-14
366,Megan,Harvey,stephanie72@example.org,Canada,2026-01-31
367,Tamara,Wagner,fortiz@example.com,Australia,2025-10-08
368,Scott,Jackson,flynnjeffrey@example.org,UK,2024-06-18
369,Amanda,Jackson,xcunningham@example.com,Canada,2025-04-15
370,Daniel,Wilson,amber07@example.net,,2024-04-17
371,Ronald,Fitzgerald,kennethkidd@example.com,Canada,2024-06-05
372,Michelle,Miller,rowejoel@example.net,Canada,2025-05-27
373,Michael,Page,imartin@example.org,Canada,2026-01-29
374,Linda,Hudson,candice25@example.net,USA,2024-07-07
375,Ashley,Farley,taylorkaren@example.com,Canada,2026-05-24
376,Victoria,Camacho,jacquelineanderson@example.org,Canada,2025-10-09
377,Maria,Juarez,kburns@example.net,UK,2024-06-11
378,Robert,Hayes,powellkara@example.net,Canada,2026-06-13
379,Miguel,Clements,brandi17@example.net,UK,2025-08-18
380,Michael,Brown,brobinson@example.org,Canada,2025-02-14
381,Marcus,Campbell,ashleewashington@example.com,Canada,2026-04-27
382,Kathryn,Williams,ksmith@example.com,USA,2025-01-03
383,Victoria,Patterson,nicoleturner@example.com,USA,2023-12-02
384,Michael,Miller,brettgarrett@example.net,UK,2025-09-26
385,Jim,Rios,smiththomas@example.org,USA,2025-06-02
386,April,Wallace,dominguezlisa@example.com,UK,2025-09-20
387,Tim,Perez,crosscurtis@example.com,Canada,2024-09-27
388,Kevin,Reyes,darlenebyrd@example.org,Canada,2025-03-25
389,Alan,Santos,nbell@example.net,USA,2025-11-19
390,Samantha,Jensen,fheath@example.org,UK,2024-01-22
391,David,Blair,sylvia52@example.org,Australia,2024-06-20
392,Christopher,Tran,kimberly04@example.org,Canada,2025-03-11
393,William,Adkins,debbie37@example.com,Canada,2023-12-23
394,Victor,Wheeler,hatfieldsarah@example.org,USA,2024-10-18
395,Mary,Fisher,kathrynbest@example.org,Canada,2023-09-09
396,Carlos,Baker,livingstonstacy@example.com,Australia,2025-02-27
397,Courtney,Mason,zhenderson@example.org,UK,2025-07-24
398,Amanda,Hernandez,collinswilliam@example.org,Canada,2026-07-24
399,Eric,Murphy,collinssamuel@example.org,USA,2023-10-24
400,Christopher,Hamilton,dsalazar@example.com,USA,2025-08-21
401,Diane,Thompson,zimmermanjacqueline@example.org,Canada,2025-02-16
402,Michael,Holmes,gary24@example.net,UK,2026-04-19
403,Kelsey,Johnson,enelson@example.com,USA,2025-10-10
404,Barbara,Jones,ddixon@example.com,UK,2026-03-20
405,Garrett,Moore,shannonemily@example.org,Canada,2024-04-28
406,William,Williams,sanchezthomas@example.com,UK,2026-05-26
407,Harold,Horne,tranrobin@example.net,Canada,2025-08-09
408,Jeffrey,Wright,joseph19@example.com,Canada,2023-12-30
409,Emily,Williams,lindajarvis@example.com,UK,2023-11-05
410,Steven,Campbell,mark87@example.org,Canada,2024-09-29
411,Kelly,Mueller,stevenvargas@example.com,Canada,2026-08-19
412,Kimberly,Oconnor,edwardrandolph@example.org,Australia,2024-05-03
413,Michael,Franco,tapiaaaron@example.net,Australia,2024-10-07
414,Joann,Parker,alyssaallen@example.com,USA,2026-07-10
415,Teresa,Thomas,christopher38@example.com,USA,2025-09-28
416,Nathan,Villegas,carpenterwilliam@example.net,Canada,2026-02-05
417,Charles,Bradley,ibates@example.org,Canada,2024-07-06
418,Melissa,Howe,vhaynes@example.com,Canada,2024-08-04
419,Joseph,Jones,derekcarrillo@example.org,USA,2024-02-08
420,Frank,Owens,wmartinez@example.org,USA,2024-12-29
421,Steven,Phelps,mooregina@example.net,USA,2025-09-23
422,Billy,Huff,eddie35@example.com,USA,2025-03-06
423,Erica,Green,anthonysullivan@example.com,Canada,2025-04-22
424,Andrea,Davis,laradonald@example.org,USA,2023-10-28
425,Kimberly,Walker,madisonwatson@example.net,Canada,2026-06-14
426,Christopher,Willis,johnsoncaleb@example.net,USA,2024-12-20
427,David,Stein,david70@example.org,Canada,2026-05-30
428,Ryan,Ramsey,rjohnson@example.com,UK,2024-02-27
429,Jason,Lopez,sean20@example.net,Canada,2025-06-30
430,John,Phillips,eandrade@example.org,Canada,2023-11-26
431,Patrick,Barnes,crystalpham@example.org,Canada,2026-08-10
432,Kimberly,Howard,kcooper@example.net,USA,2024-08-08
433,Joseph,Johnson,anthonycochran@example.com,USA,2023-10-25
434,Victoria,Moreno,terrigarcia@example.net,Canada,2024-05-12
435,Amanda,Moody,gallagherstacie@example.net,Canada,2026-03-06
436,Laura,Kelly,gregorywatkins@example.net,USA,2025-09-24
437,Robin,Johnson,stacey92@example.net,Canada,2026-06-26
438,Mary,Cochran,lweaver@example.com,UK,2023-10-02
439,Brian,Guzman,foxaaron@example.net,USA,2024-03-29
440,David,Love,brian29@example.net,Canada,2026-05-23
441,Kim,Mathis,susan56@example.net,Canada,2023-12-10
